id,context_type,label
1432454915025260545,Warning,A
1432453256521953293,Sideburn,U
1432451811978485769,Advertisement,U
1432440487798050819,Inquiry,A
1432406012229718030,Concern,A
1432397368486400001,Sideburn,U
1432382050691162112,Flu_News,A
1432378055394271237,Warning,A
1432374506841165827,Out-of-date event,A
1432357239982104582,Concern,A
1432347276375166980,Out-of-date event,A
1432336440160133120,Flu_News,A
1432319714940829697,Medical Information,A
1432314905294745603,Sideburn,U
1432308282652303361,Concern,A
1432301378475630592,Inquiry,A
1432276252610727944,Inquiry,A
1432275667945758721,Concern,A
1432262323977302017,Inquiry,A
1432253494413729800,Flu_News,A
1432252278988234758,Concern,A
1432244172879171587,Medical Information,A
1432229266922479617,Sideburn,U
1435302905742077963,Flu_News,A
1435212719372881921,Medical Information,A
1434880324857647110,Medical Information,A
1434857626882514946,Medical Information,A
1434499953359982593,Health_issue,U
1434481212429643779,Medical Information,A
1434471398773305346,Medical Information,A
1434447555207876610,Health_issue,U
1434426099820285952,Medical Information,A
1434259221005185024,Medical Information,A
1434238632630571008,Concern,A
1434218452475006976,Medical Information,A
1434103219039387648,Medical Information,A
1434002612450430979,Medical Information,A
1433820077015568385,Flu_News,A
1433790345066729479,Inquiry,A
1433695268617211921,Complaint,I
1433375481978572800,Medical Information,A
1433305604580315136,Sideburn,U
1433230318828392453,Concern,A
1433224345392910345,Sideburn,U
1433188421032366083,Health_issue,U
1433156074287292423,Medical Information,A
1433151460271927296,Complaint,I
1433146584276082689,Sideburn,U
1433056523769499651,Medical Information,A
1433026319143432192,Flu_News,A
1432961426881191938,Inquiry,A
1432791653748707329,News,U
1432742268805558273,News,U
1432728132604153856,Inquiry,A
1432629230584700929,News,U
1432621327962234882,Warning,A
1432620901116301317,Warning,A
1432455196144291848,Flu_News,A
1432392737366683648,Sideburn,U
1432267246991196160,Sideburn,U
1432039737041190914,Sideburn,U
1432038635252109313,Sideburn,U
1432025916192997386,Joke,U
1431775298626932744,Sideburn,U
1431478074554601473,News,U
1431368661714018305,Sideburn,U
1431070539297218564,Medical Information,A
1430940109705076741,Health_issue,U
1430814406502400002,Health_issue,U
1430794399760494595,Health_issue,U
1430794097464430595,Flu_News,A
1430788900163923973,Health_issue,U
1430635901244354563,Health_issue,U
1430475863737442308,Health_issue,U
1430361897593880577,News,U
1430239324440875010,Sideburn,U
1430214839356563456,Health_issue,U
1430213374319726597,Flu_News,A
1430202690710147074,Sideburn,U
1430156160900939779,Sideburn,U
1430131769613996042,Medical Information,A
1430080013592899584,Flu_News,A
1430018722266238978,Medical Information,A
1429922680342450176,Health_issue,U
1429912366100135938,Complaint,I
1429907127523581959,Medical Information,A
1429905823304667139,News,U
1429889019924684805,Health_issue,U
1429857713014513701,Medical Information,A
1429836674104709124,Medical Information,A
1429786053985153032,Complaint,I
1429413433892556807,Health_issue,U
1429383824337670153,Medical Information,A
1429340576026140675,Inquiry,A
1429036120516534285,Sideburn,U
1428869591439183874,Sideburn,U
1428791795547267078,Complaint,I
1428786403463376908,Sideburn,U
1436662726529585155,Poem,U
1436662643251687427,Poem,U
1436661105611399173,Poem,U
1436631249863548929,Health_issue,U
1436621117620465666,Sideburn,U
1436605446333272064,Sideburn,U
1436582395990482945,Health_issue,U
1436567095022600196,Poem,U
1436559524689756163,Poem,U
1436552870636236800,Sideburn,U
1436504915254329344,Health_issue,U
1436491639229386752,Sideburn,U
1436490762896740365,Poem,U
1436481393341698076,Health_issue,U
1436479361750904832,Health_issue,U
1436468985504149509,Poem,U
1436452864554147850,Health_issue,U
1436448752932376579,Poem,U
1436439414062911493,Poem,U
1436431884381270018,Health_issue,U
1436424700570357760,Poem,U
1436415213562105858,Poem,U
1436412866417004545,Poem,U
1436412010074415133,Poem,U
1436411512910929921,Poem,U
1436371803245584385,Poem,U
1436368888015503366,Sideburn,U
1436355074348011522,Health_issue,U
1436345555580510346,Poem,U
1436320941810855985,Poem,U
1436320473659420677,Poem,U
1436277784637227008,Sideburn,U
1436276812171071508,Sideburn,U
1436273969036939268,Supplication,U
1436266992164552707,Sideburn,U
1436264379696263198,Poem,U
1436254501284065304,Health_issue,U
1436244462443933702,Poem,U
1436222313276616706,Health_issue,U
1436198116055715842,Poem,U
1436191732937469960,Health_issue,U
1436152138946732035,Poem,U
1436140034630066176,Health_issue,U
1436116638022213636,Poem,U
1436116425534582789,Poem,U
1436105215007203329,Poem,U
1436103932112158725,Poem,U
1436101934730067977,Poem,U
1436096092186218496,Poem,U
1436092735166029827,Supplication,U
1436089930044911616,Poem,U
1436079193645846529,Poem,U
1436075751397285897,Health_issue,U
1436069279892480003,Poem,U
1436056976203649029,Poem,U
1436008424731512840,Poem,U
1435983754724585472,Sideburn,U
1435976733430358019,Poem,U
1435948982304485377,Health_issue,U
1435938239441952769,Poem,U
1435932469891637250,Sideburn,U
1435918737497108481,Health_issue,U
1435917803442278401,Health_issue,U
1435874323764596741,Sideburn,U
1435864060793401346,Poem,U
1435863082073530368,Poem,U
1435849685558874120,Poem,U
1435837843377696771,Poem,U
1435835170326732802,Poem,U
1435764867001159686,Poem,U
1435751159411748867,Health_issue,U
1435749271945498624,Poem,U
1435743078921474050,Concern,A
1435739120609996809,Health_issue,U
1435736894239870976,Health_issue,U
1435710646000230404,Poem,U
1435710008084287491,Poem,U
1435705782289453068,Poem,U
1435705199860101125,Poem,U
1435704372441370629,Poem,U
1435703931011846147,Poem,U
1435695188312219654,Poem,U
1435691740200062991,Poem,U
1435689605005778944,Poem,U
1435687310193045508,Health_issue,U
1435672576228044804,Poem,U
1435667644955430915,Health_issue,U
1435650866321711104,Complaint,I
1435645166971412481,Health_issue,U
1435609208813236226,Complaint,I
1435593550889107458,Sideburn,U
1435575158043983876,Poem,U
1435551427741601794,Poem,U
1435531120091750407,Poem,U
1435499473627721728,Poem,U
1435450984453611523,Poem,U
1435439323730567170,Health_issue,U
1435415997452890114,Poem,U
1435408906080169996,Poem,U
1435375044155297795,Poem,U
1435354865115484164,Health_issue,U
1435349563058147331,Health_issue,U
1435338843276947467,Poem,U
1435325244269645826,Health_issue,U
1435315398556233737,Poem,U
1435312204883107841,Poem,U
1435309128629563401,Poem,U
1435305071982567427,Health_issue,U
1435290232409133060,Poem,U
1435286767456997380,Health_issue,U
1435280544351367170,Poem,U
1435279889175912450,Poem,U
1435278424097140747,Poem,U
1435267063514218497,Supplication,U
1435261230122512386,Poem,U
1435260053653688326,Poem,U
1435221343742660608,Poem,U
1435196354024849409,Sideburn,U
1435191016886308866,Poem,U
1435181655749234690,Poem,U
1435174309207674880,Poem,U
1435169481811238912,Poem,U
1435167183605309445,Poem,U
1435163293228965888,Sideburn,U
1435160394612477954,Health_issue,U
1435157144224079874,Poem,U
1435143529462996997,Poem,U
1435125640278257664,Poem,U
1435116085460807683,Poem,U
1435100860837662722,Poem,U
1435094277617561602,Poem,U
1435091603660619778,Poem,U
1435086357823725568,Poem,U
1435084105943748613,Poem,U
1435083609883521028,Poem,U
1435053714017030146,Health_issue,U
1435048958888456203,Poem,U
1435039186101407745,Poem,U
1435029888323497985,Poem,U
1435021950464798722,Poem,U
1434996638888697858,Poem,U
1434990684646281222,Poem,U
1434987475592679425,Poem,U
1434986636102803461,Poem,U
1434986303020572674,Health_issue,U
1434985777411371009,Health_issue,U
1434982521817677833,Poem,U
1434980933812330498,Poem,U
1434978863529013248,Poem,U
1434974799374192646,Poem,U
1434965326987399171,Sideburn,U
1434965278039871490,Health_issue,U
1434965268233695235,Health_issue,U
1434932219605364742,Health_issue,U
1434928970777116676,Poem,U
1434916845664997379,Health_issue,U
1434883667059478530,Poem,U
1434873844884545536,Poem,U
1434858689077317638,Poem,U
1434840428449341441,Poem,U
1434839804009754624,Health_issue,U
1434838589695832067,Poem,U
1434838535039750145,Poem,U
1434825735689101312,Poem,U
1434816502595788800,Poem,U
1434798371122917376,Sideburn,U
1434753545505546242,Supplication,U
1434739329356779521,Poem,U
1434730117482356738,Poem,U
1434642331437776903,Poem,U
1434641094902431751,Poem,U
1434641090913701894,Poem,U
1434631108671442947,Poem,U
1434628912663957509,Sideburn,U
1434626232042274825,Poem,U
1434615893477187589,Poem,U
1434608166617157632,Poem,U
1434604196838453256,Sideburn,U
1434594558847897607,Health_issue,U
1434592258918060033,Complaint,I
1434581124823588864,Health_issue,U
1434579716414091264,Poem,U
1434579329854410753,Poem,U
1434572614073262084,Health_issue,U
1434528378783256579,Poem,U
1434512462162841606,Health_issue,U
1434509391315841031,Health_issue,U
1434495004089720835,Sideburn,U
1434481948332904453,Health_issue,U
1434481828413464577,Poem,U
1434474207551840256,Poem,U
1434472723015684099,Sideburn,U
1434464651421564929,Health_issue,U
1434458954210451457,Poem,U
1434442996628529155,Poem,U
1434438789582180356,Poem,U
1434420957221998593,Poem,U
1434419615665430532,Poem,U
1434415519487176707,Poem,U
1434396543168229379,Poem,U
1434349203862458369,Poem,U
1434332682301976582,Poem,U
1434306290038329344,Poem,U
1434296179722948610,Poem,U
1434290994732806147,Poem,U
1434281337633054728,Poem,U
1434264546215092230,Poem,U
1434257698816679936,Poem,U
1434249653768368129,Poem,U
1434248672296964105,Sideburn,U
1434248228552196105,Health_issue,U
1434238632538394630,Sideburn,U
1434237219817107456,Poem,U
1434230261366067208,Sideburn,U
1434216443978125314,Poem,U
1434216049629671427,Poem,U
1434199881573412876,Poem,U
1434198767847321605,Poem,U
1434196856343564291,Poem,U
1434196756879880195,Health_issue,U
1434171825144074240,Poem,U
1434171006155902981,Poem,U
1434164520763670529,Poem,U
1434153034104328199,Poem,U
1434145105615769600,Medical Information,A
1434145079476768769,Poem,U
1434129152869810177,Sideburn,U
1434118251685027840,Sideburn,U
1434080112811646977,Poem,U
1434040447912091648,Poem,U
1434012750372552709,Sideburn,U
1433990470896586752,Poem,U
1433942365648080897,Poem,U
1433932585646891009,Poem,U
1433920132846338052,Poem,U
1433919070366314499,Poem,U
1433916269401628674,Poem,U
1433913746943008772,Poem,U
1433906358122844160,Poem,U
1433897307473387523,Poem,U
1433894783685169168,Poem,U
1433893438223785984,Poem,U
1433892697757126657,Poem,U
1433861194503368704,Poem,U
1433858853859364865,Health_issue,U
1433849244692193280,Health_issue,U
1433842647005868033,Poem,U
1433839092463247379,Poem,U
1433825115771392000,Health_issue,U
1433818509167955981,Poem,U
1433814016959270914,Poem,U
1433809519109459968,Poem,U
1433807979564896271,Poem,U
1433778050571907073,Poem,U
1433765522122891273,Poem,U
1433706876085096459,Poem,U
1433605033409630212,Poem,U
1433604806954913796,Poem,U
1433593761666379776,Poem,U
1433100722275594250,Poem,U
1432774666343571456,Poem,U
1432675617313595399,Poem,U
1432424427560525829,Poem,U
1430970658104745986,Poem,U
1430753595771822082,Poem,U
1429974852379815939,Poem,U
1429680059619713028,Poem,U
1428783410454044672,Poem,U
1427967160912171010,Poem,U
1427774824366084101,Poem,U
1427564153770762257,Poem,U
1427383014632345604,Poem,U
1427336896166998017,Poem,U
1427068948713967621,Poem,U
1426917378017931270,Sideburn,U
1426904241122287625,Sideburn,U
1426381788201553925,Poem,U
1426344011736961024,Poem,U
1426323316936220677,Poem,U
1426086532029558784,Poem,U
1425614531183747073,Poem,U
1425606472302530560,Complaint,I
1425407947149127685,Poem,U
1425281033235279875,Poem,U
1424456077949689861,Poem,U
1424333200306982914,Poem,U
1424050833302429701,Poem,U
1423919364412252161,Poem,U
1423711994033623041,Poem,U
1423458099516612611,Poem,U
1422993235396464644,Poem,U
1422805036711780355,Poem,U
1422776998947078144,Poem,U
1422097005724282880,Poem,U
1421988008581111809,Poem,U
1421902243687768066,Poem,U
1421835117975248899,Health_issue,U
1421555423518380033,Sideburn,U
1421491303490195459,Sideburn,U
1421365494553137155,Poem,U
1420612481148358660,Poem,U
1420555440736374784,Poem,U
1420519673020522496,Poem,U
1420411728865763338,Sideburn,U
1420031786827010048,Poem,U
1420024521868947464,Poem,U
1419944219192475660,Poem,U
1419737939714662404,Poem,U
1419440092377190400,Health_issue,U
1419302098320203781,Sideburn,U
1418944347656101894,Poem,U
1418912441489047570,Poem,U
1418614076125634560,Sideburn,U
1418570520606412801,Supplication,U
1418191310842961926,Poem,U
1418168456277643265,Poem,U
1416526349070647303,Health_issue,U
1416194292989714442,Poem,U
1416066013909630977,Poem,U
1415836123788713984,Poem,U
1415783650587709445,Poem,U
1415689698098491398,Sideburn,U
1415462711211663361,Poem,U
1414264157197721602,Poem,U
1414237804528295942,Poem,U
1413690908277608455,Poem,U
1413260755160420360,Poem,U
1413232576429498369,Poem,U
1413194992374460419,Poem,U
1413104989631918085,Sideburn,U
1412174621433020423,Poem,U
1411858142619701255,Poem,U
1411250047329652737,Poem,U
1411042693858332678,Poem,U
1411037485543661573,Poem,U
1410576083058110469,Poem,U
1410021739837468673,Poem,U
1408963361564499971,Poem,U
1436661517349445637,Warning,A
1436621775975157764,Health_issue,U
1436571382603788290,Complaint,I
1436548864958418948,Health_issue,U
1436538201267638276,Sideburn,U
1436519062570418185,Health_issue,U
1436485808228339738,Sideburn,U
1436483884355670016,Sideburn,U
1436478794836086784,Health_issue,U
1436476978715103242,Sideburn,U
1436474130468122625,Health_issue,U
1436470970546626560,Sideburn,U
1436434299662835732,Complaint,I
1436428990592561153,Health_issue,U
1436397684798132255,Sideburn,U
1436382959116996608,Complaint,I
1436349653306552329,Sideburn,U
1436322634925592581,Sideburn,U
1436318383264485382,Sideburn,U
1436311158185775104,News,U
1436305083151564800,Complaint,I
1436296017276776452,News,U
1436287900136660992,Sideburn,U
1436272977201479690,News,U
1436266422125088776,Sideburn,U
1436234213624320005,Sideburn,U
1436134715698909187,Health_issue,U
1436084264756469760,Sideburn,U
1436073338313527303,Poem,U
1436066308219719683,Sideburn,U
1436063847744483338,Complaint,I
1436059366478729220,Sideburn,U
1436057631253278720,Sideburn,U
1436046794992070658,Complaint,I
1436045491494481922,News,U
1436041408838881285,Sideburn,U
1436040123146178560,Complaint,I
1436031518468608003,News,U
1436022100062527488,Sideburn,U
1435988864519258119,Sideburn,U
1435979243746471944,Another person case,A
1435968008405458948,Complaint,I
1435961506143907843,Sideburn,U
1435921420987637762,Complaint,I
1435834545249652738,Complaint,I
1435832817464877056,Sideburn,U
1435825294171164672,Complaint,I
1435757991094099970,Medical Information,A
1435752423310639104,Sideburn,U
1435712576885821441,Complaint,I
1435712540890238977,News,U
1435697903574601731,Sideburn,U
1435690900349460481,News,U
1435670469777178624,Medical Information,A
1435655753470185482,Complaint,I
1435644123483148288,Medical Information,A
1435630415847559171,Sideburn,U
1435445727610736640,Sideburn,U
1435445568252284931,Complaint,I
1435443313948123140,Health_issue,U
1435393023211356160,Complaint,I
1435360863729422337,Poem,U
1435357948776259584,Sideburn,U
1435344582875787269,Sideburn,U
1435338706613940226,News,U
1435316569551384582,Sideburn,U
1435276231042236423,News,U
1435264511674621960,Sideburn,U
1435173088358961153,Health_issue,U
1435138071968759813,Poem,U
1435129097059979277,Complaint,I
1434981792633733125,Sideburn,U
1434944174789472258,Health_issue,U
1434931713101205512,Health_issue,U
1434931042830405632,Sideburn,U
1434910037344985092,Sideburn,U
1434867000086605824,Sideburn,U
1434798118432821248,Complaint,I
1434782365402939394,Sideburn,U
1434652097220329472,Health_issue,U
1434634022978826258,Health_issue,U
1434622019518279680,Sideburn,U
1434600939210563586,Health_issue,U
1434585353302777860,Poem,U
1434576052794298370,Sideburn,U
1434502444470386698,Sideburn,U
1434499678637285379,Sideburn,U
1434494968907841538,Sideburn,U
1434462416721559552,Health_issue,U
1434443198273925123,Sideburn,U
1434413872572780545,Health_issue,U
1434285863731662852,Complaint,I
1434271618122063873,Sideburn,U
1434260474183438337,Sideburn,U
1434253732984807426,Complaint,I
1434236602457415687,Complaint,I
1434226342841700354,Sideburn,U
1434203718707204103,Sideburn,U
1434168292839727109,Poem,U
1434155781302149122,Health_issue,U
1434124428846174210,Sideburn,U
1434116116109045761,Sideburn,U
1434099012156674055,Sideburn,U
1434057413884264448,Health_issue,U
1433917680260616200,Sideburn,U
1433889558186364975,Sideburn,U
1433889054953775112,Sideburn,U
1433833378441224196,Health_issue,U
1433816860907159554,Health_issue,U
1433816239038664707,Sideburn,U
1433786202151440397,Complaint,I
1433781944177905673,Health_issue,U
1433770164391223305,Sideburn,U
1433736067417509889,Joke,U
1433735474921812005,Complaint,I
1433688033346338816,Sideburn,U
1433678403337695249,Sideburn,U
1433670037135667207,Health_issue,U
1433668894288490542,Sideburn,U
1433668814101786628,Sideburn,U
1436683130484797447,Complaint,I
1436532901986852866,Complaint,I
1436519438442958849,Sideburn,U
1436519074859790337,Complaint,I
1436491235238232065,Complaint,I
1436474843873042434,Complaint,I
1436462129390002202,Sideburn,U
1436456643949207560,Sideburn,U
1436382110143721472,Another person case,A
1436367821718671360,Complaint,I
1436344405741477893,Complaint,I
1436273006188318726,Sideburn,U
1436230461982973957,Sideburn,U
1436215057738784768,Sideburn,U
1436160763341774851,Another person case,A
1436147626852880385,Complaint,I
1436105318816178186,Complaint,I
1436031733661671432,Sideburn,U
1436018836445270017,Sideburn,U
1436012232610140173,Complaint,I
1435989469778354183,Sideburn,U
1435988998485327872,Sideburn,U
1435984503793758215,Joke,U
1435954388716109828,Complaint,I
1435685065187594245,Complaint,I
1435651758550929410,Another person case,A
1435597120229228546,Complaint,I
1435596085544857600,Another person case,A
1435562929416454158,Complaint,I
1435513120622092291,Complaint,I
1435434614223343618,Another person case,A
1435292377887948804,Complaint,I
1435244637074169862,Sideburn,U
1435244188879228930,Complaint,I
1435202493093384197,Joke,U
1435179956343029765,Complaint,I
1435033840590929924,Sideburn,U
1435008281358045188,Sideburn,U
1435005940311511044,Another person case,A
1434990380680990726,Concern,A
1434981825051598852,Concern,A
1434929030000693253,Sideburn,U
1434913938144210950,Sideburn,U
1434911618383720449,Joke,U
1434894378204553217,Sideburn,U
1434883935306137602,Sideburn,U
1434838409718210565,Complaint,I
1434819882412089345,Another person case,A
1434802605914480640,Sideburn,U
1434796344351334404,Another person case,A
1434765380099137540,Complaint,I
1434630754391187466,Sideburn,U
1434507686851272708,Complaint,I
1434474375198224385,Sideburn,U
1434468464383639553,Sideburn,U
1434390833130786818,Complaint,I
1434233015404834821,Complaint,I
1434227581570670602,Sideburn,U
1434136452334510084,Sideburn,U
1434132860517208071,Sideburn,U
1434073893850034179,Joke,U
1433980757572296705,Another person case,A
1433954679235436546,Sideburn,U
1433876146555428867,Sideburn,U
1433868699413450754,Complaint,I
1433819688149061640,Complaint,I
1433808407622979596,Another person case,A
1433797121455628297,Sideburn,U
1433793524525408258,Complaint,I
1433786595983908871,Sideburn,U
1433752608787816453,Sideburn,U
1433315069283213313,Another person case,A
1432717751576141837,Complaint,I
1429798345367765012,Sideburn,U
1428741982126546948,Complaint,I
1426786533680590848,Complaint,I
1420286178960580617,Sideburn,U
1419340815646740480,Sideburn,U
1419075297643728896,Complaint,I
1417990785421742084,Complaint,I
1416609989435826183,Sideburn,U
1416450234968858626,Sideburn,U
1415662969090842624,Sideburn,U
1415429975134674944,Sideburn,U
1415269252521766915,Sideburn,U
1414407409028812802,Sideburn,U
1411069106623815687,Another person case,A
1410557796760817664,Sideburn,U
1407635641416962049,Complaint,I
1407447503088279556,Sideburn,U
1405781485722996740,Complaint,I
1404154304618012672,Sideburn,U
1404151659085840398,Sideburn,U
1403918368994889731,Complaint,I
1402028771260125187,Sideburn,U
1395847428482424833,Complaint,I
1395774620142297090,Complaint,I
1394211716716761094,Sideburn,U
1391027111369101316,Complaint,I
1388154914082275328,Complaint,I
1387870487443877892,Sideburn,U
1387638888148176896,Inquiry,A
1386289745760866305,Complaint,I
1385051501949816833,Complaint,I
1385033505424433153,Complaint,I
1382670536791195651,Sideburn,U
1382422413816762368,Sideburn,U
1376257340522037250,Another person case,A
1376103239477698562,Sideburn,U
1376030314733113345,Complaint,I
1375791786971521026,Sideburn,U
1374123989245825027,Complaint,I
1373754888233095171,Sideburn,U
1373537193470345221,Complaint,I
1372107540612399104,Sideburn,U
1370070773696761861,Another person case,A
1369030253067272195,Sideburn,U
1368454659954868225,Sideburn,U
1368181520448565250,Another person case,A
1367481403932303383,Joke,U
1436657713228955652,Poem,U
1436648064853454850,Poem,U
1436638269878452227,Poem,U
1436577991744708612,Poem,U
1436539233754300418,Poem,U
1436515191190077440,Sideburn,U
1436515044427280388,Poem,U
1436504695229620224,Health_issue,U
1436487097007890433,Sideburn,U
1436486097396240394,Poem,U
1436480102678859793,Sideburn,U
1436475648814592000,Poem,U
1436471043770785794,Poem,U
1436460424736776231,Poem,U
1436457769687818246,Poem,U
1436454464857182209,Poem,U
1436450948952596482,Poem,U
1436442478173904904,Poem,U
1436438154106576904,Sideburn,U
1436437462520303619,Health_issue,U
1436420448313647110,Poem,U
1436415163847122949,Sideburn,U
1436373399417376772,Poem,U
1436351435483004931,Sideburn,U
1436351206159536140,Poem,U
1436335239773708288,Poem,U
1436312956757843969,Sideburn,U
1436302199886422018,Poem,U
1436212989548433408,Poem,U
1436191016491565057,Sideburn,U
1436118831328546817,Poem,U
1436071066250661897,Health_issue,U
1436058422340898818,Sideburn,U
1436034518583021568,Sideburn,U
1436030175058305028,Poem,U
1436027803393265672,Poem,U
1436014322010963968,Poem,U
1436003830332895237,Poem,U
1435991081049632771,Poem,U
1435948226956378113,Poem,U
1435930796011966466,Poem,U
1435890684830097408,Poem,U
1435884269289803778,Poem,U
1435884086044807169,Poem,U
1435876302033129472,Sideburn,U
1435857630715600896,Poem,U
1435824020142841856,Poem,U
1435796738959360000,Health_issue,U
1435779889320415232,Health_issue,U
1435762098836054016,Sideburn,U
1435755871078846464,Poem,U
1435755342894407680,Poem,U
1435737737173377029,Poem,U
1435718415801532425,Sideburn,U
1435692122657722370,Poem,U
1435678638016540678,Poem,U
1435670721972346880,Sideburn,U
1435639809905672192,Poem,U
1435610491922046979,Sideburn,U
1435586312149553152,Health_issue,U
1435533503781801985,Poem,U
1435528042840010752,Health_issue,U
1435500007533203457,Poem,U
1435450478175965187,Poem,U
1435448202610761730,Sideburn,U
1435446152787267593,Poem,U
1435398685668651010,Poem,U
1435362698775175169,Poem,U
1435362449268609026,Poem,U
1435356365577461763,Complaint,I
1435335820261609472,Joke,U
1435293662578188297,Health_issue,U
1435283276587941893,Sideburn,U
1435273871796670474,Health_issue,U
1435235505164128260,Poem,U
1435202195952111618,Poem,U
1435142009921081344,Poem,U
